id1,id2,entity1,entity2,word_path1,word_path2,dep_path1,dep_path2,pos_path1,pos_path2,original_sentence,ent1type,ent2type,relation,id_entities_pair
7750,7751,régime de Vichy,1941,,,,,,,"Le, il écrit, dans ""Le Petit Comtois"": Auguste Lumière siège au conseil municipal de Lyon mis en place par le régime de Vichy en 1941.",commune,date,,9345
7750,7747,régime de Vichy,Auguste Lumière,Vichy/régime/mis/conseil/Auguste,Lumière/siège/Auguste,nmod/nmod/acl/nmod/appos,compound/name/appos,PROPN/NOUN/VERB/NOUN/PROPN,NOUN/NOUN/PROPN,"Le, il écrit, dans ""Le Petit Comtois"": Auguste Lumière siège au conseil municipal de Lyon mis en place par le régime de Vichy en 1941.",commune,personne,,9355
7772,7773,Front national,Alexis Carrel,national/Front/représentant/Alexis,Carrel/Alexis,amod/dobj/acl/ROOT,name/ROOT,ADJ/NOUN/VERB/PROPN,PROPN/PROPN,"» À la séance du du Conseil municipal de Lyon, Bruno Gollnisch, professeur à l'université Lyon-III, représentant le Front national, déclare: « Après Alexis Carrel [.",partipolitique,personne,,9377
7772,7770,Front national,Bruno Gollnisch,national/Front/représentant/Alexis,Gollnisch/Bruno/séance/Alexis,amod/dobj/acl/ROOT,name/appos/nmod/ROOT,ADJ/NOUN/VERB/PROPN,PROPN/PROPN/NOUN/PROPN,"» À la séance du du Conseil municipal de Lyon, Bruno Gollnisch, professeur à l'université Lyon-III, représentant le Front national, déclare: « Après Alexis Carrel [.",partipolitique,personne,,9383
7768,7770,Conseil municipal,Bruno Gollnisch,municipal/Conseil/le/séance,Gollnisch/Bruno/séance,amod/nmod/nmod/nmod,name/appos/nmod,ADJ/PROPN/PRON/NOUN,PROPN/PROPN/NOUN,"» À la séance du du Conseil municipal de Lyon, Bruno Gollnisch, professeur à l'université Lyon-III, représentant le Front national, déclare: « Après Alexis Carrel [.",institution,personne,,9385
7780,7777,Monnaie de Paris,2012,,,,,,,"Rien de tel n'advient 17 ans plus tard, en 2012, lorsque les frères Lumière sont choisis pour représenter Rhône-Alpes sur la pièce de en argent éditée par la Monnaie de Paris, au sein de la collection « Les Euros des Régions ».",commune,date,,9400
7866,7868,Sri Aurobindo,Jean-Baptiste Tavernier,Aurobindo/Ghaznî/Mahmûd,Tavernier/Rabindranath/Ray/Shiyali/Râjasimha/Pôrôs/~/Periyar/~/Nobili/Roberto/Jawaharlal/Megasthénès/Krishnadevarâya/Kanishka/Muhammad/~/Hemachandra/Warren/Mahmûd,name/nmod/name,name/appos/conj/appos/appos/conj/appos/conj/name/nmod/conj/conj/appos/nummod/appos/nmod/appos/appos/conj/name,PROPN/PROPN/PROPN,PROPN/PROPN/PROPN/PROPN/PROPN/X/X/X/SYM/PROPN/PROPN/PROPN/PROPN/PROPN/PROPN/PROPN/PROPN/X/PROPN/PROPN,"Abdâlî ~ Antialkides ~ Arjumand Banu Begam ~ Qutb ud-Dîn Aibak ~ Viswanathan Anand ~ Abraham Hyacinthe Anquetil-Duperron ~ Akbar ~ Ashoka ~ Aurangzeb ~ Humayun Azad ~ Babur ~ Lakshmî Bâî ~ Madeleine Biardeau ~ Benoît de Boigne ~ Jules Bloch ~ Jagadish Chandra Bose ~ Satyendranath Bose ~ Bimbisara ~ Brahmagupta ~ Robert Caldwell ~ Chânakya ~ Chandragupta Maurya ~ Subrahmanyan Chandrasekhar ~ Kalpana Chawla ~ Robert Clive ~ Gaston-Laurent Cœurdoux ~ Nicolò de' Conti ~ Jim Corbett ~ Alexander Cunningham ~ James Andrew Brown-Ramsay marquis de Dalhousie ~ Alain Daniélou ~ Dignâga ~ Abbé Jean-Antoine Dubois ~ Louis Dumont ~ Joseph François Dupleix ~ George Everest ~ José Custodio de Faria ~ Faxian ~ James Fergusson ~ Jean Filliozat ~ Mohandas Karamchand Gandhi ~ Rahul Gandhi ~ Rajiv Gandhi ~ Sonia Gandhi ~ Mahmûd de Ghaznî ~ Aurobindo Ghose ~ Muhammad Ghûrî ~ Haidar Alî ~ Harsha ~ Warren Hastings ~ Hemachandra ~ Humâyûn~ Ibn Battuta ~ Indiens célèbres ~ Itimad ud-Daula ~ Jahangir ~ Jai Singh II ~ Muhammad Ali Jinnah ~ Sir William Jones ~ Kabîr ~ Kanishka ~ Rudyard Kipling ~ Krishnadevarâya Tuluva ~ Jiddhu Krishnamurti ~ Thomas Arthur comte de Lally-Tollendal ~ Lanza del Vasto ~ Sylvain Lévi ~ Colin Mackenzie ~ Charles Malamoud ~ Niccolo Manucci ~ Claude Martin ~ Megasthénès ~ Pierre Meile ~ Milinda ~ Monier Monier-Williams ~ Nāgārjuna ~ Vidiadhar Surajprasad Naipaul ~ Mira Nair ~ Nânâ Sâhib ~ Jawaharlal Nehru ~ Roberto de Nobili ~ Nûr Jahân ~ Padmasambhava ~ Pānini ~Periyar ~ Pierre Cuillier Perron ~ Pôrôs ~ Prithivîrâja Châhumâna III ~ Râjasimha II ~ Râmakrishna ~ Srinivasa Aaiyangar Ramanujan ~ Shiyali Ramamrita Ranganathan ~ Satyajit Ray ~ Jalâlat ud-Dîn Raziyâ ~ Louis Renou ~ Arundhati Roy ~ Ram Moham Roy ~ Salman Rushdie ~ Samudragupta ~ Amartya Sen ~ Shah Jahan ~ Adi Shankarâchârya ~ Sher Shâh Sûrî ~ Shivaji ~ William James Sleeman ~ Sri Aurobindo~Subuktigîn ~ Sushruta ~ Tagore ~ Rabindranath Tagore ~ Tata ~ Jean-Baptiste Tavernier ~ Mère Teresa ~ Tipû Sâhib ~ Tulsi Das ~ Vigraharâja ~ Julien Vinson ~ Vivekânanda ~ Mortimer Wheeler ~ Hayam Wuruk ~ Francesco de Yasu Xavier ~ Xuanzang Principautés, peuples, dynasties et empires.",lieu,personne,,9502
7909,7910,2004,Indira Gandhi,,,,,,,"Bhimrao Ramji Ambedkar ~ Arthashâstra ~ Ashtapradhan ~ Bahujan Samaj Party ~ Bhutto ~ Benazir Bhutto ~ Bharatiya Janata Party ~ Zulfikar Alî Bhutto ~ Les castes dans la politique indienne ~ conflits inter-communautaires en Inde ~ Dacoït ~ Darbâr ~ Élections générales en Inde, 2004 ~ Indira Gandhi ~ Mohandas Gandhi ~ Sonia Gandhi ~ Indian National Congress ~ Iqbal Mashi ~ Janata Dal ~ Ligue musulmane ~ Lok Sabha ~ LTTE ~ massacre d'Amritsar ~ massacre du Temple d'Or ~ Pervez Musharraf ~ Naxalite ~ Parlement de l'Inde ~ Parti du Congrès ~ Partition des Indes ~ Sardar Vallabhbhai Patel ~ Peshwâ ~ Phûlan Devî ~ Politique de l'Inde ~ Premiers ministres du Bangladesh ~ Premiers ministres de l'Inde ~ Présidents du Bangladesh ~ Président de l'Inde ~ Quit India ~ Rajya Sabha ~ Rois et dirigeants de Ceylan ~ Samajwadi Party ~ Scandale Bofors ~ Shiv Sena ~ Manmohan Singh ~ Atal Behari Vajpayee ~ Vice-roi des Indes ~ Violences au Gujarat en 2002 Divers.",date,personne,,9713
7909,7911,2004,Mohandas Gandhi,,,,,,,"Bhimrao Ramji Ambedkar ~ Arthashâstra ~ Ashtapradhan ~ Bahujan Samaj Party ~ Bhutto ~ Benazir Bhutto ~ Bharatiya Janata Party ~ Zulfikar Alî Bhutto ~ Les castes dans la politique indienne ~ conflits inter-communautaires en Inde ~ Dacoït ~ Darbâr ~ Élections générales en Inde, 2004 ~ Indira Gandhi ~ Mohandas Gandhi ~ Sonia Gandhi ~ Indian National Congress ~ Iqbal Mashi ~ Janata Dal ~ Ligue musulmane ~ Lok Sabha ~ LTTE ~ massacre d'Amritsar ~ massacre du Temple d'Or ~ Pervez Musharraf ~ Naxalite ~ Parlement de l'Inde ~ Parti du Congrès ~ Partition des Indes ~ Sardar Vallabhbhai Patel ~ Peshwâ ~ Phûlan Devî ~ Politique de l'Inde ~ Premiers ministres du Bangladesh ~ Premiers ministres de l'Inde ~ Présidents du Bangladesh ~ Président de l'Inde ~ Quit India ~ Rajya Sabha ~ Rois et dirigeants de Ceylan ~ Samajwadi Party ~ Scandale Bofors ~ Shiv Sena ~ Manmohan Singh ~ Atal Behari Vajpayee ~ Vice-roi des Indes ~ Violences au Gujarat en 2002 Divers.",date,personne,,9733
7908,7910,Inde,Indira Gandhi,Inde/conflits/politique/castes,Gandhi/~/castes,nmod/appos/nmod/nsubj,name/conj/nsubj,PROPN/NOUN/NOUN/NOUN,PROPN/PROPN/NOUN,"Bhimrao Ramji Ambedkar ~ Arthashâstra ~ Ashtapradhan ~ Bahujan Samaj Party ~ Bhutto ~ Benazir Bhutto ~ Bharatiya Janata Party ~ Zulfikar Alî Bhutto ~ Les castes dans la politique indienne ~ conflits inter-communautaires en Inde ~ Dacoït ~ Darbâr ~ Élections générales en Inde, 2004 ~ Indira Gandhi ~ Mohandas Gandhi ~ Sonia Gandhi ~ Indian National Congress ~ Iqbal Mashi ~ Janata Dal ~ Ligue musulmane ~ Lok Sabha ~ LTTE ~ massacre d'Amritsar ~ massacre du Temple d'Or ~ Pervez Musharraf ~ Naxalite ~ Parlement de l'Inde ~ Parti du Congrès ~ Partition des Indes ~ Sardar Vallabhbhai Patel ~ Peshwâ ~ Phûlan Devî ~ Politique de l'Inde ~ Premiers ministres du Bangladesh ~ Premiers ministres de l'Inde ~ Présidents du Bangladesh ~ Président de l'Inde ~ Quit India ~ Rajya Sabha ~ Rois et dirigeants de Ceylan ~ Samajwadi Party ~ Scandale Bofors ~ Shiv Sena ~ Manmohan Singh ~ Atal Behari Vajpayee ~ Vice-roi des Indes ~ Violences au Gujarat en 2002 Divers.",pays,personne,http://www.wikidata.org/prop/direct/P27,9734
7909,7912,2004,Sonia Gandhi,,,,,,,"Bhimrao Ramji Ambedkar ~ Arthashâstra ~ Ashtapradhan ~ Bahujan Samaj Party ~ Bhutto ~ Benazir Bhutto ~ Bharatiya Janata Party ~ Zulfikar Alî Bhutto ~ Les castes dans la politique indienne ~ conflits inter-communautaires en Inde ~ Dacoït ~ Darbâr ~ Élections générales en Inde, 2004 ~ Indira Gandhi ~ Mohandas Gandhi ~ Sonia Gandhi ~ Indian National Congress ~ Iqbal Mashi ~ Janata Dal ~ Ligue musulmane ~ Lok Sabha ~ LTTE ~ massacre d'Amritsar ~ massacre du Temple d'Or ~ Pervez Musharraf ~ Naxalite ~ Parlement de l'Inde ~ Parti du Congrès ~ Partition des Indes ~ Sardar Vallabhbhai Patel ~ Peshwâ ~ Phûlan Devî ~ Politique de l'Inde ~ Premiers ministres du Bangladesh ~ Premiers ministres de l'Inde ~ Présidents du Bangladesh ~ Président de l'Inde ~ Quit India ~ Rajya Sabha ~ Rois et dirigeants de Ceylan ~ Samajwadi Party ~ Scandale Bofors ~ Shiv Sena ~ Manmohan Singh ~ Atal Behari Vajpayee ~ Vice-roi des Indes ~ Violences au Gujarat en 2002 Divers.",date,personne,,9752
7908,7911,Inde,Mohandas Gandhi,Inde/conflits/politique/castes,Gandhi/~/castes,nmod/appos/nmod/nsubj,name/conj/nsubj,PROPN/NOUN/NOUN/NOUN,PROPN/PROPN/NOUN,"Bhimrao Ramji Ambedkar ~ Arthashâstra ~ Ashtapradhan ~ Bahujan Samaj Party ~ Bhutto ~ Benazir Bhutto ~ Bharatiya Janata Party ~ Zulfikar Alî Bhutto ~ Les castes dans la politique indienne ~ conflits inter-communautaires en Inde ~ Dacoït ~ Darbâr ~ Élections générales en Inde, 2004 ~ Indira Gandhi ~ Mohandas Gandhi ~ Sonia Gandhi ~ Indian National Congress ~ Iqbal Mashi ~ Janata Dal ~ Ligue musulmane ~ Lok Sabha ~ LTTE ~ massacre d'Amritsar ~ massacre du Temple d'Or ~ Pervez Musharraf ~ Naxalite ~ Parlement de l'Inde ~ Parti du Congrès ~ Partition des Indes ~ Sardar Vallabhbhai Patel ~ Peshwâ ~ Phûlan Devî ~ Politique de l'Inde ~ Premiers ministres du Bangladesh ~ Premiers ministres de l'Inde ~ Présidents du Bangladesh ~ Président de l'Inde ~ Quit India ~ Rajya Sabha ~ Rois et dirigeants de Ceylan ~ Samajwadi Party ~ Scandale Bofors ~ Shiv Sena ~ Manmohan Singh ~ Atal Behari Vajpayee ~ Vice-roi des Indes ~ Violences au Gujarat en 2002 Divers.",pays,personne,http://www.wikidata.org/prop/direct/P551,9753
7906,7903,Inde,Benazir Bhutto,Inde/conflits/politique/castes/Bhimrao,Bhutto/Bahujan/Bhimrao,nmod/appos/nmod/nsubj/ROOT,appos/name/ROOT,PROPN/NOUN/NOUN/NOUN/PROPN,PROPN/PROPN/PROPN,"Bhimrao Ramji Ambedkar ~ Arthashâstra ~ Ashtapradhan ~ Bahujan Samaj Party ~ Bhutto ~ Benazir Bhutto ~ Bharatiya Janata Party ~ Zulfikar Alî Bhutto ~ Les castes dans la politique indienne ~ conflits inter-communautaires en Inde ~ Dacoït ~ Darbâr ~ Élections générales en Inde, 2004 ~ Indira Gandhi ~ Mohandas Gandhi ~ Sonia Gandhi ~ Indian National Congress ~ Iqbal Mashi ~ Janata Dal ~ Ligue musulmane ~ Lok Sabha ~ LTTE ~ massacre d'Amritsar ~ massacre du Temple d'Or ~ Pervez Musharraf ~ Naxalite ~ Parlement de l'Inde ~ Parti du Congrès ~ Partition des Indes ~ Sardar Vallabhbhai Patel ~ Peshwâ ~ Phûlan Devî ~ Politique de l'Inde ~ Premiers ministres du Bangladesh ~ Premiers ministres de l'Inde ~ Présidents du Bangladesh ~ Président de l'Inde ~ Quit India ~ Rajya Sabha ~ Rois et dirigeants de Ceylan ~ Samajwadi Party ~ Scandale Bofors ~ Shiv Sena ~ Manmohan Singh ~ Atal Behari Vajpayee ~ Vice-roi des Indes ~ Violences au Gujarat en 2002 Divers.",pays,personne,,9758
8051,8050,France,Occitanie,France/sud-est/commune,Occitanie/région/département/commune,nmod/nmod/ROOT,appos/nmod/nmod/ROOT,PROPN/NOUN/NOUN,PROPN/NOUN/NOUN/NOUN,"Palavas-les-Flots  est une commune française du département de l'Hérault, en région Occitanie, dans le sud-est de la France.",lieu,region,http://www.wikidata.org/prop/direct/P150,10038
8048,8050,Hérault,Occitanie,Hérault/département,Occitanie/région/département,nmod/nmod,appos/nmod/nmod,PROPN/NOUN,PROPN/NOUN/NOUN,"Palavas-les-Flots  est une commune française du département de l'Hérault, en région Occitanie, dans le sud-est de la France.",departement,region,http://www.wikidata.org/prop/direct/P150,10045
8045,8048,Palavas-les-Flots,Hérault,,,,,,,"Palavas-les-Flots  est une commune française du département de l'Hérault, en région Occitanie, dans le sud-est de la France.",commune,departement,http://www.wikidata.org/prop/direct/P150,10052
8137,8138,2009,Golfe du Lion,,,,,,,"La commune de Palavas est également reliée à Carnon-plage et La Grande Motte par la route départementale, route qui sert de déviation à l'avenue Saint-Maurice à Palavas en 2x1 voies depuis 2009 afin de contourner le centre-vile, puis qui longe le littoral du Golfe du Lion jusqu'au Grau-du-Roi en 2×2 voies.",date,lieu,,10142
8190,8192,Mauguio,1850,,,,,,,"D'après le dictionnaire topographique du département de l'Hérault, le secteur de Palavas ou Pallas, souvent dénommé « Les Cabanes de Ballestras » dépendait en grande partie de la commune de Mauguio, et ce lieu fut érigée en commune indépendante le 29 janvier 1850.",commune,date,,10221
8190,8188,Mauguio,Hérault,Mauguio/commune/dépendait,Hérault/département/dictionnaire/dépendait,nmod/nmod/ROOT,nmod/nmod/nmod/ROOT,PROPN/NOUN/VERB,PROPN/NOUN/NOUN/VERB,"D'après le dictionnaire topographique du département de l'Hérault, le secteur de Palavas ou Pallas, souvent dénommé « Les Cabanes de Ballestras » dépendait en grande partie de la commune de Mauguio, et ce lieu fut érigée en commune indépendante le 29 janvier 1850.",commune,departement,http://www.wikidata.org/prop/direct/P131,10223
8225,8226,Montpellier,France,Montpellier/possession/entrer/venait,France/rois/puissance/montée/venait,nmod/nmod/acl/acl:relcl,nmod/nmod/nmod/conj/acl:relcl,PROPN/NOUN/VERB/VERB,PROPN/NOUN/NOUN/NOUN/VERB,"Au, l'évéché de Maguelone retrouva sa puissance passée, mais les évêques durent faire face à la montée de la maison d'Aragon qui venait d'entrer en possession de Montpellier et surtout face à la montée en puissance des rois de France.",commune,lieu,,10260
8230,8232,Aragon,Bertrand Du Guesclin,Aragon/possession/prise,Guesclin/Bertrand/Guillaume/prise,nmod/nsubjpass/ROOT,nmod/conj/nmod/ROOT,PROPN/PROPN/VERB,PROPN/PROPN/PROPN/VERB,"En 1365, lors de la première guerre civile de Castille, la cité de Maguelone, alors possession de l'Aragon est prise par Guillaume Boitel et Bertrand Du Guesclin.",commune,personne,,10271
8251,8252,Cadix,Espagne,Cadix/charger,Espagne/charger,nmod/advcl,nmod/advcl,PROPN/VERB,PROPN/VERB,"La « Jeanne-Elisabeth », un brick du naviguant sous pavillon neutre, est missionnée par la France pour charger d'argent depuis Cadix en Espagne jusqu'à Marseille.",commune,pays,,10293
8251,8250,Cadix,France,Cadix/charger/missionnée,France/missionnée,nmod/advcl/ROOT,nmod/ROOT,PROPN/VERB/VERB,PROPN/VERB,"La « Jeanne-Elisabeth », un brick du naviguant sous pavillon neutre, est missionnée par la France pour charger d'argent depuis Cadix en Espagne jusqu'à Marseille.",commune,lieu,,10294
8253,8250,Marseille,France,Marseille/Espagne/charger/missionnée,France/missionnée,name/nmod/advcl/ROOT,nmod/ROOT,PROPN/PROPN/VERB/VERB,PROPN/VERB,"La « Jeanne-Elisabeth », un brick du naviguant sous pavillon neutre, est missionnée par la France pour charger d'argent depuis Cadix en Espagne jusqu'à Marseille.",commune,lieu,http://www.wikidata.org/prop/direct/P17,10301
8287,8285,Mauguio,1850,,,,,,,"Ce qui sera effectif, en 1850, donc par démembrement d'une partie des territoires des communes de Lattes, Mauguio et Villeneuve-lès-Maguelone.",commune,date,,10340
8329,8330,La Grande-Motte,Port-Camargue,,,,,,,"Desservie par le petit train immortalisé par Albert Dubout, la station balnéaire fut le débouché naturel, bien avant donc Carnon, La Grande-Motte et Port-Camargue d'un grand nombre de touristes en villégiature.",commune,lieu,,10385
8366,8367,2015,Conseil d'État,,,,,,,"Le 24 février 2015, l'invalidation du scrutin est confirmée par le Conseil d'État.",date,institution,,10457
8365,8367,24 février,Conseil d'État,février/confirmée,État/Conseil/confirmée,nmod/ROOT,nmod/nmod/ROOT,NOUN/VERB,PROPN/PROPN/VERB,"Le 24 février 2015, l'invalidation du scrutin est confirmée par le Conseil d'État.",date,institution,,10459
8459,8461,Palavas-les-Flots,Hérault,,,,,,,"Le vignoble s'étend depuis le département des Bouches-du-Rhône et du Gard jusqu'aux communes de Frontignan, Marseillan, Mauguio, Sète, Vic-la-Gardiole, Villeneuve-lès-Maguelone et bien sur, Palavas-les-Flots, communes situées dans le département de l'Hérault.",commune,departement,http://www.wikidata.org/prop/direct/P150,10580
8458,8461,Villeneuve-lès-Maguelone,Hérault,,,,,,,"Le vignoble s'étend depuis le département des Bouches-du-Rhône et du Gard jusqu'aux communes de Frontignan, Marseillan, Mauguio, Sète, Vic-la-Gardiole, Villeneuve-lès-Maguelone et bien sur, Palavas-les-Flots, communes situées dans le département de l'Hérault.",commune,departement,http://www.wikidata.org/prop/direct/P150,10590
8454,8451,Marseillan,Bouches-du-Rhône,,,,,,,"Le vignoble s'étend depuis le département des Bouches-du-Rhône et du Gard jusqu'aux communes de Frontignan, Marseillan, Mauguio, Sète, Vic-la-Gardiole, Villeneuve-lès-Maguelone et bien sur, Palavas-les-Flots, communes situées dans le département de l'Hérault.",commune,departement,,10597
8470,8471,1974,Ifremer,,,,,,,"Installée entre le golfe et la lagune et créée durant l'année 1974, la station de l'Ifremer de Palavas, établissement public à caractère industriel et commercial sous la tutelle du ministère de l'Écologie, du Développement durable et de l'Énergie et du ministère de l'Enseignement supérieur et de la Recherche s'implique dans l'effort de recherche et de développement en pisciculture marine, en partenariat avec de nombreuses structures nationales et internationales, notamment européennes.",date,societe,,10606
8532,8530,France,groupe Partouche,France/possèdent/groupe,Partouche/groupe,nmod/acl:relcl/nmod,appos/nmod,PROPN/VERB/NOUN,PROPN/NOUN,Le casino qui fut réputé pour ses spectacles d'opérette appartient actuellement au groupe Partouche qui possèdent d'autres casinos en France.,lieu,societe,,10687
8623,8621,CBS,Buck Henry,CBS/réseau/le/réseau/diffusée/créée,Henry/Buck/Mel/créée,appos/nmod/conj/nmod/conj/acl,name/conj/nmod/acl,PROPN/NOUN/PRON/NOUN/VERB/VERB,PROPN/PROPN/PROPN/VERB,"""Max la Menace""  est une série télévisée américaine en de 25 à, créée par Mel Brooks et Buck Henry et diffusée du au sur le réseau NBC et du au sur le réseau CBS.",organisation,personne,,10786
8623,8620,CBS,Mel Brooks,CBS/réseau/le/réseau/diffusée/créée,Brooks/Mel/créée,appos/nmod/conj/nmod/conj/acl,name/nmod/acl,PROPN/NOUN/PRON/NOUN/VERB/VERB,PROPN/PROPN/VERB,"""Max la Menace""  est une série télévisée américaine en de 25 à, créée par Mel Brooks et Buck Henry et diffusée du au sur le réseau NBC et du au sur le réseau CBS.",organisation,personne,,10791
8645,8646,1930,Washington DC,,,,,,,"Il est né en 1930 à Washington DC, sa date de naissance exacte n'est pas claire, mais on sait que son signe astrologique est Scorpion.",date,lieu,,10810
8779,8778,Paris,1935,,,,,,,"Claude Rich passe les premières années de sa vie à Strasbourg, jusqu'en 1935, puis il emménage avec sa mère et ses trois frères et sœurs à Paris, au 95, boulevard Saint-Michel après la mort de son père, ingénieur de métier, victime à 40 ans de la grippe.",commune,date,,10901
8789,8788,Libération de Paris,Claude Rich,Paris/Libération/Parisiens/participe,Rich/Claude/participe,nmod/nmod/nmod/ROOT,name/nsubj/ROOT,PROPN/NOUN/PROPN/VERB,PROPN/PROPN/VERB,"Pendant que son frère est engagé dans la de de Lattre, Claude Rich participe comme beaucoup de jeunes Parisiens à la Libération de Paris, comme « Gavroche », en transmettant des courriers puis directement lors de l'insurrection.",organisation,personne,,10920
8818,8820,Comédie-Française,Alfred de Musset,,,,,,,"Durant les années 1970-1980, il retourne à sa passion première, le théâtre, notamment dans ""Hadrien VII"" pour lequel il est récompensé par le Prix du Syndicat de la Critique, ainsi que dans un passage très remarqué à la Comédie-Française pour le rôle-titre de ""Lorenzaccio"" d'Alfred de Musset, mis en scène par Franco Zeffirelli .",lieu,personne,,10967
8872,8873,Galilée,Galilée ou l'Amour de Dieu,Galilée/personnages/interprétations,Dieu/Amour/Galilée/interprétations,nmod/nmod/nmod,nmod/conj/nmod/nmod,PROPN/NOUN/NOUN,PROPN/PROPN/PROPN/NOUN,"Durant cette décennie, il se fait par ailleurs beaucoup remarquer sur le petit écran pour ses interprétations ambitieuses de personnages historiques tels que Galilée dans ""Galilée ou l'Amour de Dieu"" au côté de son copain de Conservatoire Jean-Pierre Marielle, Voltaire dans ""Voltaire et l'affaire Calas"" .",personne,societe,,11072
8911,8908,Alger,Algérie,Alger/basée/Assemblée/chambre/siègent,Algérie/siègent,nmod/acl/appos/nmod/ROOT,nmod/ROOT,PROPN/VERB/NOUN/NOUN/VERB,PROPN/VERB,"En Algérie, les députés siègent à la chambre basse du Parlement, l'Assemblée populaire nationale, basée à Alger.",lieu,pays,http://www.wikidata.org/prop/direct/P1376,11122
8973,8972,Rabat,Maroc,Rabat/trouvant/réunissent,Maroc/réunissent,nmod/parataxis/ROOT,nmod/ROOT,PROPN/VERB/VERB,PROPN/VERB,"Au Maroc, les députés se réunissent une fois par semaine au sein du parlement « Al barlamane »  se trouvant à Rabat, la capitale.",lieu,pays,http://www.wikidata.org/prop/direct/P1376,11171
8975,8976,Caire,Égypte,Caire/né,Égypte/né,nmod/acl,nmod/acl,PROPN/VERB,PROPN/VERB,"Albert Cossery, né au Caire en Égypte le et mort à Paris le, est un écrivain égyptien de langue française.",lieu,pays,http://www.wikidata.org/prop/direct/P36,11174
8981,8979,Paris,Égypte,Paris/vécu/déroulent,Égypte/déroulent,nmod/advcl/ROOT,nmod/ROOT,PROPN/VERB/VERB,PROPN/VERB,"Tous ses récits se déroulent dans son Égypte natale ou dans un pays imaginaire du Proche-Orient, bien qu'il ait vécu la plus grande partie de sa vie à Paris.",commune,pays,,11183
8995,8998,1998,Égypte,,,,,,,"En 1998, il confie à Abdallah Naaman: « Nous sommes des Chawâms d'Égypte.",date,pays,,11207
9012,9013,Caire,Georges Henein,Caire/fréquente,Henein/Georges/impulsion/fondé/groupe/affichant/fréquente,nmod/ROOT,name/nmod/nmod/acl/nsubj/advcl/ROOT,PROPN/VERB,PROPN/PROPN/NOUN/VERB/NOUN/VERB/VERB,"À partir de 1938, au Caire, il fréquente le groupe ""Art et liberté"" fondé sous l'impulsion de Georges Henein, un collectif d'inspiration surréaliste s'affichant radicalement contre la condamnation de l'art moderne par le régime nazi.",lieu,personne,http://www.wikidata.org/prop/direct/P19,11225
9011,9012,1938,Caire,,,,,,,"À partir de 1938, au Caire, il fréquente le groupe ""Art et liberté"" fondé sous l'impulsion de Georges Henein, un collectif d'inspiration surréaliste s'affichant radicalement contre la condamnation de l'art moderne par le régime nazi.",date,lieu,,11226
9019,9017,1941,États-Unis,,,,,,,"La rencontre de Henry Miller lors d'un voyage aux États-Unis aide Cossery à publier son premier ouvrage en 1941, ""Les Hommes oubliés de Dieu"".",date,pays,,11237
9024,9025,Saint-Germain-des-Prés,rue de Seine,,,,,,,"En 1945, il s'installe à Paris, tout d'abord à Montmartre puis, quelques années plus tard, dans un hôtel de Saint-Germain-des-Prés à l'intersection de la rue de Seine et de la rue de Buci, le mythique hôtel ""La Louisiane""  où l'ont précédé Jean-Paul Sartre et Simone de Beauvoir, tout le microcosme artistique et intellectuel de l'époque ainsi que de nombreux jazzmen qui y louaient des chambres au mois, voire à l'année.",commune,lieu,http://www.wikidata.org/prop/direct/P131,11245
9024,9023,Saint-Germain-des-Prés,Montmartre,,,,,,,"En 1945, il s'installe à Paris, tout d'abord à Montmartre puis, quelques années plus tard, dans un hôtel de Saint-Germain-des-Prés à l'intersection de la rue de Seine et de la rue de Buci, le mythique hôtel ""La Louisiane""  où l'ont précédé Jean-Paul Sartre et Simone de Beauvoir, tout le microcosme artistique et intellectuel de l'époque ainsi que de nombreux jazzmen qui y louaient des chambres au mois, voire à l'année.",commune,lieu,,11246
9022,9021,Paris,1945,,,,,,,"En 1945, il s'installe à Paris, tout d'abord à Montmartre puis, quelques années plus tard, dans un hôtel de Saint-Germain-des-Prés à l'intersection de la rue de Seine et de la rue de Buci, le mythique hôtel ""La Louisiane""  où l'ont précédé Jean-Paul Sartre et Simone de Beauvoir, tout le microcosme artistique et intellectuel de l'époque ainsi que de nombreux jazzmen qui y louaient des chambres au mois, voire à l'année.",commune,date,,11248
9027,9029,Louisiane,Simone de Beauvoir,Louisiane/hôtel,Beauvoir/Simone/Jean-Paul/précédé/hôtel,appos/appos,nmod/conj/nsubj/acl/appos,PROPN/NOUN,PROPN/PROPN/PROPN/VERB/NOUN,"En 1945, il s'installe à Paris, tout d'abord à Montmartre puis, quelques années plus tard, dans un hôtel de Saint-Germain-des-Prés à l'intersection de la rue de Seine et de la rue de Buci, le mythique hôtel ""La Louisiane""  où l'ont précédé Jean-Paul Sartre et Simone de Beauvoir, tout le microcosme artistique et intellectuel de l'époque ainsi que de nombreux jazzmen qui y louaient des chambres au mois, voire à l'année.",lieu,personne,,11249
9021,9023,1945,Montmartre,,,,,,,"En 1945, il s'installe à Paris, tout d'abord à Montmartre puis, quelques années plus tard, dans un hôtel de Saint-Germain-des-Prés à l'intersection de la rue de Seine et de la rue de Buci, le mythique hôtel ""La Louisiane""  où l'ont précédé Jean-Paul Sartre et Simone de Beauvoir, tout le microcosme artistique et intellectuel de l'époque ainsi que de nombreux jazzmen qui y louaient des chambres au mois, voire à l'année.",date,lieu,,11255
