id1,id2,entity1,entity2,ent1type,ent2type,shortest_dependency_path_p,shortest_dependency_path_w,shortest_dependency_path_t,original_sentence,id_entities_pair,relation
88808,88809,Princé,La Bénate,commune,societe,dobj,Bourgneuf-en-Retz,X,"Ils sont solennellement reçus au château, puis à l'""Auditoire"", à l'église, au couvent des ""Calvairiennes"", au couvent des ""Capucins"", à la ""Cohue"", à la paroisse de ""Sainte-Croix"", dans la forêt de Machecoul, à l'abbaye ""Notre-Dame de la Chaume"", puis s'en vont prendre possession des Huguetières, Bourgneuf-en-Retz, Prigny, Pornic, Princé, La Bénate.",111140,
94154,94153,Beaumont-le-Roger,Philippe IV le Bel,commune,societe,dobj/ROOT,seigneurie/céder,NOUN/VERB,"En 1297, Philippe IV le Bel lui céda la seigneurie de Beaumont-le-Roger.",117958,
9113,9112,10 juin,Moselle,date,departement,cop/nsubj,être/relier,VERB/VERB,"Le premier tronçon de la ligne, long de et reliant Vaires-sur-Marne et Baudrecourt "">Moselle) est en service depuis le 10 juin 2007.",11364,
9114,9112,2007,Moselle,date,departement,det/nummod/cop/nsubj,le/10 juin/être/relier,DET/NUM/VERB/VERB,"Le premier tronçon de la ligne, long de et reliant Vaires-sur-Marne et Baudrecourt "">Moselle) est en service depuis le 10 juin 2007.",11367,
12615,12618,2010,Lozère,date,departement,nmod/ROOT/parataxis/nmod,année/association/proposer/département,NOUN/NOUN/VERB/NOUN,"Dès l'année 2010, l'association « Les Amis du Bienheureux pape » a proposé aux départements de la Lozère et du Gard le tracé d'un chemin de randonnée qui passe par les lieux de mémoire liés à la vie et à l'œuvre du pape.",15817,
15571,15568,1974,Ain,date,departement,case/advcl/dobj/acl,en/interpréter/chanson/avoir,ADP/VERB/NOUN/VERB,"Un autre titre réussi est ""Ain't Nothin' But a Maybe"" chanson qu'Ashford et Simpson avaient écrite et interprétée en 1974 – et que Rufus avait reprise la même année.",19541,
18324,18326,1975,Vienne,date,departement,nmod/ROOT,1967/secrétaire,NUM/NOUN,"De 1967 à 1975 il a été secrétaire scientifique puis directeur du Centre européen de coordination de recherche en sciences sociales, à Vienne .",22918,
18637,18639,2015,Mayotte,date,departement,ROOT/nmod/appos/nmod,avoir/départementaux/un/département,VERB/NOUN/PRON/NOUN,"Il y a, en 2015, départementaux: un pour chaque département, dont Mayotte qui est le plus récent, sauf la Martinique et la Guyane  et Paris.",23245,
24259,24256,1918,Moselle,date,departement,ROOT/nmod/nmod,annexer/commune/département,VERB/NOUN/NOUN,"Comme les autres communes de l'actuel département de la Moselle, Algrange est annexée à l'Empire allemand de 1871 à 1918.",30911,
26657,26654,1929,Ain,date,departement,punct/det/nsubj/acl/nmod/nmod/case,",/un/Marc Léopold Benjamin Bloch/naître/mourir/Saint-Didier-de-Formans/à",PUNCT/DET/PROPN/VERB/VERB/PROPN/ADP,"Marc Léopold Benjamin Bloch, né le à Lyon "">Rhône) et mort le à Saint-Didier-de-Formans "">Ain), est un historien français, fondateur avec Lucien Febvre des ""Annales d'histoire économique et sociale"" en 1929.",33887,
27446,27449,2016,Polynésie française,date,departement,nmod/nmod/acl:relcl/nmod/nmod/nmod/nmod/det/nmod/det,mar/baisse/mener/date/avenant/répondre/Commission de régulation de l'énergie/le/Tribunal Administratif/le,NOUN/NOUN/VERB/NOUN/ADJ/VERB/PROPN/DET/PROPN/DET,"Les tarifs de l'électricité ont connu une réforme avec l'avenant au cahier des charges de la concession d'Électricité de Tahiti, en date du 29 décembre 2015, qui doit mener à une nouvelle baisse de prix au mars 2016 et répondre aux exigences de transparence des coûts formulées tant par la Commission de régulation de l'énergie que par le Tribunal Administratif de la Polynésie française.",34788,
27471,27472,2009,Polynésie française,date,departement,ROOT,poser,VERB,"Par ailleurs, en 2009, la Polynésie française a posé le cadre réglementaire du rachat des énergies renouvelables par les distributeurs d'électricité .",34819,
28315,28317,1914,Vosges,date,departement,nmod/ROOT,automne/envoyer,NOUN/VERB,"À l'automne 1914, l'unité de Göring est envoyée dans les Vosges.",35696,
34951,34949,6 juin,Martinique,date,departement,mark/amod/parataxis/ROOT/parataxis,pour/français/île/remonter/prendre,ADP/ADJ/NOUN/VERB/VERB,"Remontant les Caraïbes, la flotte britannique prend possession de la Martinique et de nombreuses îles françaises pour arriver en vue de La Havane le 6 juin.",43746,
35898,35897,1934,Seine-Saint-Denis,date,departement,cc/ROOT,et/vivre,CONJ/VERB,"Il vécut aussi longtemps à Noisy-le-Grand, en Seine-Saint-Denis, au milieu de ses animaux divers et variés  dans un domaine de 5 ha acheté en 1934 et ayant appartenu à Alphone Allais.",44979,
39876,39879,1994,Seine-et-Marne,date,departement,ROOT/nmod/nmod,trouver/arrondissement de Torcy/département,VERB/NOUN/NOUN,La commune se trouve depuis 1994 dans l'arrondissement de Torcy du département de Seine-et-Marne.,50026,
39880,39881,2012,Seine-et-Marne,date,departement,ROOT/nmod,faire/circonscription,VERB/NOUN,"Pour l'élection des députés, la commune fait partie depuis 2012 de la dixième circonscription de Seine-et-Marne.",50027,
40948,40950,1962,Alpes-Maritimes,date,departement,ROOT,mourir,VERB,Eugène Freyssinet meurt en 1962 à 83 ans à Saint-Martin-Vésubie dans les Alpes-Maritimes.,51433,
43542,43545,2008,Ille-et-Vilaine,date,departement,appos/ROOT/appos/nmod/det,maire/homme politique/sénateur/département/le,NOUN/NOUN/NOUN/NOUN/DET,"Edmond Hervé, né le à La Bouillie , est un homme politique français membre du Parti socialiste, maire de Rennes de 1977 à 2008 et sénateur de 2008 à 2014 du département d'Ille-et-Vilaine.",54816,
51742,51745,1964,Seine-Saint-Denis,date,departement,nummod/nmod/acl/nmod/nmod/nmod/det,10 juillet/loi/porter/réorganisation/région/département/le,NUM/NOUN/VERB/NOUN/NOUN/NOUN/DET,"Avant le janvier 1968, la ville de Drancy est une commune du département de la Seine, le département est alors supprimé , en application de la loi du 10 juillet 1964 portant sur la réorganisation de la région parisienne et intégré dans le département de la Seine-Saint-Denis.",64808,
51778,51780,1967,Seine-Saint-Denis,date,departement,ROOT/parataxis/nsubj/nmod,faire/rattacher/chef-lieu/canton de Drancy,VERB/VERB/NOUN/NOUN,"La commune faisait partie depuis 1893 du canton de Noisy-le-Sec du Département de la Seine, puis, depuis 1967 le chef-lieu du canton de Drancy de Seine-Saint-Denis, avec une partie de la commune était rattachée au canton du Bourget.",64865,
53729,53731,1908,Seine-Saint-Denis,date,departement,nmod/ROOT,ouverts/situer,PROPN/VERB,"Ouverts en 1908, ils sont situés dans la commune de Saint-Ouen-sur-Seine en Seine-Saint-Denis, à proximité du boulevard périphérique, et accessibles via un embranchement de la.",67148,
53945,53943,2016,Hauts-de-Seine,date,departement,ROOT/nmod/nmod/appos,étudier/présentation/contrat/boucle,VERB/NOUN/NOUN/PROPN,"Le, lors de la présentation du contrat de développement territorial « Boucle Nord des Hauts-de-Seine », le projet du prolongement de la est envisagé jusqu'à Argenteuil et devrait être étudié en 2016.",67396,
58330,58329,2013,Loiret,date,departement,aux/acl/nmod/appos/nmod/ROOT/nmod/nmod,avoir/classer/site/ensemble/cas/regrouper/marnière/est,VERB/VERB/NOUN/NOUN/NOUN/VERB/NOUN/NOUN,"Elle a été regroupée avec sept marnières de l'est du Loiret dans le même cas, cet ensemble de cinq sites ayant en 2013 été classé en Zone Spéciale de Conservation et le tout intégré au réseau Natura 2000.",73326,
59339,59341,2003,Loire,date,departement,case/punct/case,"après/,/par",ADP/PUNCT/ADP,"Entre 1983 et 2005, la commune a fait l'objet de sept arrêtés de reconnaissance de catastrophe naturelle pour les motifs suivants : en 1999, après des mouvements de terrains et en 1988, 1999, et 2003 pour des inondations par ruissellement et Coulée de boue ou par débordement de la Loire.",74544,
59338,59341,1999,Loire,date,departement,aux/cc/case/case,avoir/ou/par/par,AUX/CONJ/ADP/ADP,"Entre 1983 et 2005, la commune a fait l'objet de sept arrêtés de reconnaissance de catastrophe naturelle pour les motifs suivants : en 1999, après des mouvements de terrains et en 1988, 1999, et 2003 pour des inondations par ruissellement et Coulée de boue ou par débordement de la Loire.",74550,
59619,59620,2011,Loiret,date,departement,acl/nmod/nmod/ROOT/conj:et/nmod/nmod,jusqu/fiscalité/intercommunalité/appartenir/faire/date/de,VERB/NOUN/NOUN/VERB/VERB/NOUN/PROPN,"La commune de Saint-Père-sur-Loire n'appartient à aucune intercommunalité à fiscalité propre jusqu'en 2011 et fait partie, à cette date, des du Loiret dites « isolées ».",74912,
60188,60185,2004,Loiret,date,departement,nummod/appos/nmod/nmod/acl/nmod/conj/ROOT/acl:relcl/dobj,7 décembre/directive habitats/le/titre/déclarer/effet/être/site/concerner/commune,NUM/NOUN/PRON/NOUN/VERB/NOUN/VERB/NOUN/VERB/NOUN,"Le site, qui concerne 19 communes du Loiret, est en effet déclaré site d'importance communautaire  au titre de la directive directive habitats  le 7 décembre 2004 puis zone spéciale de conservation  le 29 novembre 2011.",75685,
62502,62500,26 juin,Pays Loire Beauce,date,departement,conj,arrêter,VERB,Le périmètre de SCoT à l'échelle des 38 communes composant le Pays Loire Beauce est arrêté par le Comité Syndical le 26 juin 2013.,78598,
62503,62500,2013,Pays Loire Beauce,date,departement,nummod/conj,26 juin/arrêter,NUM/VERB,Le périmètre de SCoT à l'échelle des 38 communes composant le Pays Loire Beauce est arrêté par le Comité Syndical le 26 juin 2013.,78599,
62823,62821,26 juin,Pays Loire Beauce,date,departement,conj,arrêter,VERB,Le périmètre de SCoT à l'échelle des 38 communes composant le Pays Loire Beauce est arrêté par le Comité Syndical le 26 juin 2013.,79052,
67260,67263,1882,Ardèche,date,departement,advcl/ROOT/nmod,fonder/contribuer/notoriété,VERB/VERB/NOUN,"Fondée en 1882, l'entreprise Clément Faugier à l'origine de la crème de marrons contribue à la notoriété de l'Ardèche et de Privas.",84803,
67289,67290,1882,Ardèche,date,departement,ROOT/advcl,installer/utiliser,VERB/VERB,"En France, la première fabrique de marrons glacés a été installée à Privas par l'entrepreneur Clément Faugier, en 1882, afin d'utiliser une matière première importante en Ardèche, présenté comme un département grand producteur de châtaignes.",84832,
72773,72772,2007,Val-d'Oise,date,departement,conj/ROOT/dobj/nmod,représenter/faire/partie/circonscription,VERB/VERB/NOUN/NOUN,"Tout le territoire de la commune fait partie de la huitième circonscription du Val-d'Oise, représentée en 2007 à l'assemblée nationale par Dominique Strauss-Kahn.",91766,
75599,75597,1982,Oise,date,departement,ROOT,conseiller,VERB,"Inspecteur des domaines de profession jusqu'en 2001, il est élu conseiller général de l'Oise dans le canton de Clermont en 1982 puis maire de Clermont en 1983.",95036,
78245,78244,2015,Vaucluse,date,departement,case/det/nmod/nmod/ROOT/amod,des/l/vigueur/décret/définir/nouveau découpage cantonal,ADP/DET/NOUN/NOUN/VERB/ADJ,"Conformément à la loi du, un nouveau découpage cantonal du Vaucluse est défini par un décret du et entre en vigueur à l'issue des élections départementales de mars 2015.",98258,
8366,8367,2015,Conseil d'État,date,institution,nummod/nsubj/ROOT,24 février/invalidation/confirmer,NUM/NOUN/VERB,"Le 24 février 2015, l'invalidation du scrutin est confirmée par le Conseil d'État.",10457,
8365,8367,24 février,Conseil d'État,date,institution,nsubj/ROOT,invalidation/confirmer,NOUN/VERB,"Le 24 février 2015, l'invalidation du scrutin est confirmée par le Conseil d'État.",10459,
36447,36445,1991,ONU,date,institution,nmod/conj/acl/nmod,mar/envoyer/diriger/mission,NOUN/VERB/VERB/NOUN,"Le rapport d'une mission de l'ONU, dirigée par le sous-secrétaire Martti Ahtisaari, envoyée en mars 1991 pour évaluer les besoins humanitaires de l'Irak, décrit l'état du pays comme « quasi-apocalyptique ».",45662,
43747,43749,2002,Organisation des Nations unies,date,institution,ROOT/nsubj/nmod,échouer/lutte/adhésion,VERB/NOUN/NOUN,"En 2002, sa lutte contre l'adhésion de la Suisse à l'Organisation des Nations unies a également échoué.",55090,
50324,50323,1873,Assemblée nationale,date,institution,nmod/acl/ROOT,avril/jusqu/président,NOUN/VERB/NOUN,"En février de l'année suivante, il est élu président de l'Assemblée nationale, jusqu'à sa démission en avril 1873.",63109,
51819,51822,2 septembre,Conseil municipal,date,institution,ROOT/nmod/nmod,maire/issu/vote,NOUN/ADJ/NOUN,"Le 2 septembre 2017, Aude Lagarde est élue maire à l'issue d'un vote du Conseil municipal.",64927,
56864,56865,2013,Commission européenne,date,institution,nmod/ROOT,juillet/interdire,NOUN/VERB,Cet usage a été interdit en juillet 2013 par la Commission européenne.,71335,
62489,62487,2013,Conseil municipal,date,institution,nummod,26 juillet,NUM,"Lors du Conseil municipal du 26 juillet 2013, le conseil municipal décide d'engager une procédure de révision du PLU dès le mois de septembre 2013, toutefois un accord n'est pas trouvé dans les modalités de mise en œuvre de cette révision.",78581,
66529,66528,2014,Conseil régional du Limousin,date,institution,nmod/conj:et/acl/ROOT,octobre/présider/diriger/composer,NOUN/VERB/VERB/VERB,"Le Conseil régional du Limousin est composé de 43 membres, est dirigé par une majorité de gauche et présidé depuis octobre 2014 par Gérard Vandenbroucke.",83837,
72202,72205,1980,Conseil d'État,date,institution,ROOT,membre,NOUN,"De 1980 à 1998, le grand-duc héritier Henri est membre de droit du Conseil d'État, ce qui lui permet d'être associé à la vie politique du pays.",91162,
72778,72776,2007,FMI,date,institution,nummod/acl/ROOT/nsubj/nmod/nmod/nmod,16 décembre/remporter/provoquer/démission/raison/nomination/présidence,NUM/VERB/VERB/NOUN/NOUN/NOUN/NOUN,"Sa démission en raison de sa nomination à la présidence du FMI a provoqué une législative partielle remportée le 16 décembre 2007 par François Pupponi , maire de Sarcelles.",91776,
89326,89327,1974,Nations unies,date,institution,nmod/dobj/amod/case/det/nmod/det,intervention/être/intérieur/de/le/zone-tampon/le,NOUN/VERB/ADJ/ADP/DET/PROPN/DET,"Nicosie fut la scène d'une violence extrême pendant la période qui a précédé l'indépendance, et depuis l'intervention de l'armée turque en 1974, une partie du secteur nord de la ville a été à l'intérieur de la frontière de la zone-tampon des Nations unies.",111773,
733,732,1982,France,date,lieu,acl:relcl/nmod/ROOT,abandonner/projet/prendre,VERB/NOUN/VERB,"Le développement des satellites de reconnaissance prend sa source en France dans le projet SAMRO , qui sera abandonné en 1982.",860,
1270,1273,1969,San Francisco,date,lieu,ROOT/nmod/nmod/acl,fonder/ami/studio/baser,VERB/NOUN/NOUN/VERB,"En 1969, il fonde avec son ami George Lucas les studios American Zoetrope, basés à San Francisco.",1518,
1454,1453,2012,Turin,date,lieu,mwe/punct/nmod,"de/,/festival",ADP/PUNCT/NOUN,"Le film n'est projeté que dans quelques festivals comme Toronto et Turin, avant de sortir dans quelques pays en 2012.",1724,
1454,1452,2012,Toronto,date,lieu,mwe/punct/nmod,"de/,/festival",ADP/PUNCT/NOUN,"Le film n'est projeté que dans quelques festivals comme Toronto et Turin, avant de sortir dans quelques pays en 2012.",1726,
1745,1747,2006,Seattle,date,lieu,ROOT/advmod/mwe/punct/nmod,"inscrire/à/le/""/musée de la science-fiction",VERB/ADP/DET/PUNCT/NOUN,"En 2006, elle est inscrite au ' du musée de la science-fiction à Seattle.",2003,
2336,2339,1867,Londres,date,lieu,ROOT/nmod/acl:relcl/dobj/acl:relcl,résider/Twickenham/rédiger/Afrique/publier,VERB/PROPN/VERB/PROPN/VERB,"En 1867, Du Chaillu réside à Twickenham où il rédige ""L'Afrique sauvage""  qui est publié à Londres chez Murray et est traduit en français l'année suivante chez Michel Lévy Frères.",2662,
2352,2353,2000,Congo-Brazzaville,date,lieu,conj:et,novembre,NOUN,"Depuis novembre 2000 au Congo-Brazzaville et au Gabon, l'apparition du virus Ebola a fait plusieurs centaines de victimes parmi les grands singes.",2672,
5103,5104,1937,New York,date,lieu,ROOT/conj:et/nmod,fonder/jouer/club,VERB/VERB/NOUN,"En 1937, il fonde son quartet et joue dans des bars et des petits clubs à New York.",5753,
5178,5179,1954,Monk,date,lieu,ROOT,venir,VERB,"En 1954, Monk vient pour la première fois en Europe; il joue et enregistre à Paris, où il se fait copieusement huer.",5872,
5188,5189,1955,Monk,date,lieu,advcl/ROOT,signer/apprécier,VERB/VERB,"Au moment de signer pour le label Riverside, en 1955, Monk, reconnu par le milieu du jazz, n'est toujours pas apprécié du grand public, considérant sa musique comme peu accessible.",5886,
5199,5201,1957,Monk,date,lieu,ROOT,récupérer,VERB,"En 1957, grâce à l'aide de Pannonica de Koenigswarter, Monk récupère sa carte de musicien l'autorisant à jouer dans les clubs de New York.",5908,
5231,5232,1962,Monk,date,lieu,ROOT,signer,VERB,"En 1962, Monk signe chez Columbia, un des plus importants labels de l'époque.",5963,
5362,5361,2002,Vilnius,date,lieu,nmod/acl:relcl/nmod/nmod,honneur/président/président/aéroclub,NOUN/NOUN/NOUN/NOUN,"En 1999, il retourne à sa vocation première en devenant président de l'aéroclub de Vilnius, dont il est désigné président d'honneur à compter de 2002.",6127,
5360,5361,1999,Vilnius,date,lieu,ROOT/nmod/nmod,retourner/président/aéroclub,VERB/NOUN/NOUN,"En 1999, il retourne à sa vocation première en devenant président de l'aéroclub de Vilnius, dont il est désigné président d'honneur à compter de 2002.",6128,
6404,6405,1974,Sheffield,date,lieu,ROOT/punct/mark/conj:et/nsubj,"fixer/,/lorsque/fusionner/cité",VERB/PUNCT/SCONJ/VERB/NOUN,"Les limites de ville actuelle ont été fixées en 1974 , lorsque l'ancienne cité de Sheffield a fusionné avec le district urbain de Stocksbridge et de deux paroisses du district rural de Wortley.",7404,
6412,6410,2005,Sheffield,date,lieu,advcl/acl:relcl/conj/nmod/appos/nmod/ROOT/nsubj,remporter/renforcer/revendication/ville/Sheffield/Parc national de Peak District/trouver/tiers,VERB/VERB/NOUN/NOUN/PROPN/PROPN/VERB/NOUN,"Environ un tiers de Sheffield se trouve dans le Parc national de Peak District , Sheffield souvent se vante d'être la ville la plus verte d'Europe, une revendication qui a été renforcée quand elle a remporté en 2005 le prix de l'.",7410,
6445,6444,1600,Sheffield,date,lieu,case/cc/ROOT,à/et/connaître,ADP/CONJ/VERB,"Dès le, Sheffield était connu pour ses couteaux, et à partir de 1600 Sheffield est devenu le centre de la production coutelière de l'Angleterre, créant une croissance sans précédents, la construction d'usines et la création de banlieues de riches industriels  et de quartiers de maisons en terrasse d'ouvriers.",7446,
7144,7146,1989,La Célestine,date,lieu,ROOT/nmod/nmod,revenir/festival d'Avignon/rôle-titre,VERB/NOUN/NOUN,"En 1989, elle revient au festival d'Avignon dans le rôle-titre de ""La Célestine"", de Fernando de Rojas.",8394,
7365,7366,2015,Paris Première,date,lieu,case,depuis,ADP,"Elle a ensuite été rediffusée à plusieurs reprises du au sur M6; en sur, de juin 2010 à août 2013 sur TMC ainsi qu'à partir du 16 décembre 2013 jusqu'en juillet 2014 sur HD1 et depuis le 19 février 2015 sur Paris Première.",8752,
7519,7521,19 février,Paris Première,date,lieu,ROOT,version,NOUN,"Version accessible en France, depuis le 19 février 2015, sur Paris Première.",8971,
7567,7570,21 avril,Berlin,date,lieu,acl/nmod,suivre/celui,VERB/PRON,"Contrairement à une idée reçue, les frères Lumière n'ont pas réalisé les premiers films du cinéma, mais les premières projections collectives de films photographiques sur grand écran pour un public rassemblé, d'abord en non payant, le 22 mars 1895, devant un parterre restreint de savants de la Société d'encouragement pour l'industrie nationale, au n° 44 de la rue de Rennes, correspondant désormais au 4 place Saint-Germain-des-Prés à Paris; puis, à la suite des projections publiques de Woodville Latham à New York le 21 avril 1895 suivies de celles de Max Skladanowsky à Berlin le novembre 1895, avec des séances les 21 septembre et 14 octobre 1895 au Palais Lumière et à l'Eden Théâtre de La Ciotat devant un public choisi, et enfin avec une séance payante ouverte au grand public, le 28 décembre 1895 au Salon indien du Grand Café situé 14 boulevard des Capucines à Paris.",9078,
8137,8138,2009,Golfe du Lion,date,lieu,mwe/acl:relcl/det,de/longer/le,ADP/VERB/DET,"La commune de Palavas est également reliée à Carnon-plage et La Grande Motte par la route départementale, route qui sert de déviation à l'avenue Saint-Maurice à Palavas en 2x1 voies depuis 2009 afin de contourner le centre-vile, puis qui longe le littoral du Golfe du Lion jusqu'au Grau-du-Roi en 2×2 voies.",10142,
8645,8646,1930,Washington DC,date,lieu,ROOT,naître,VERB,"Il est né en 1930 à Washington DC, sa date de naissance exacte n'est pas claire, mais on sait que son signe astrologique est Scorpion.",10810,
9011,9012,1938,Caire,date,lieu,acl/ROOT,partir/fréquenter,VERB/VERB,"À partir de 1938, au Caire, il fréquente le groupe ""Art et liberté"" fondé sous l'impulsion de Georges Henein, un collectif d'inspiration surréaliste s'affichant radicalement contre la condamnation de l'art moderne par le régime nazi.",11226,
9021,9023,1945,Montmartre,date,lieu,appos/appos/acl/conj/nmod,il/s/installer/tout/abord,PRON/X/VERB/PRON/NOUN,"En 1945, il s'installe à Paris, tout d'abord à Montmartre puis, quelques années plus tard, dans un hôtel de Saint-Germain-des-Prés à l'intersection de la rue de Seine et de la rue de Buci, le mythique hôtel ""La Louisiane""  où l'ont précédé Jean-Paul Sartre et Simone de Beauvoir, tout le microcosme artistique et intellectuel de l'époque ainsi que de nombreux jazzmen qui y louaient des chambres au mois, voire à l'année.",11255,
9307,9309,2006,Vaires,date,lieu,nummod/ROOT/parataxis/advcl/acl/punct/nummod,"8 juin/traverser/poser/rester/poser/,/cinq",NUM/VERB/VERB/VERB/VERB/PUNCT/PRON,"Le 8 juin 2006, la millionième traverse de la LGV Est européenne, colorée en vert pour l'occasion, a été posée; à cet instant, il ne restait plus qu'une quinzaine de kilomètres de voies à poser aux deux extrémités, cinq vers Vaires et dix vers Baudrecourt.",11678,
9688,9685,2010,Kehl,date,lieu,acl:relcl/conj/nmod/appos,inaugurer/ouvrage/ligne/Strasbourg,VERB/NOUN/NOUN/PROPN,"Elles sont donc rénovées avec, notamment pour la ligne Strasbourg – Kehl, la construction d'un nouveau pont sur le Rhin au niveau de Kehl, ouvrage qui a été inauguré en 2010.",12178,
9745,9746,2003,Bruxelles,date,lieu,nmod/nsubj/ROOT,montant/travaux/mettre,NOUN/NOUN/VERB,Ces travaux d'un montant de 750 M€2003 devaient mettre Bruxelles à de Luxembourg et à de Strasbourg.,12252,
9839,9840,2007,Francfort-sur-le-Main,date,lieu,punct/punct/appos/punct/aux/conj,"""/,/n/""/avoir/aller-retour",PUNCT/PUNCT/PRON/PUNCT/AUX/NOUN,"En ce qui concerne les fréquences, elles sont conformes à celles annoncées dans les déclarations d'utilité publique, sauf pour les relations internationales et intersecteurs: pour manque de trains ICE-3 certifiés pour la France dans l'horaire d'été 2007, il n'y a qu'un seul aller-retour Francfort-sur-le-Main – Paris et deux AR en navette entre Paris et Sarrebruck, avec des correspondances à Sarrebruck de ou vers Francfort par des trains non aptes pour le service international.",12376,
10196,10193,30 janvier,France,date,lieu,det/nmod/aux,un/sortie/avoir,DET/NOUN/AUX,"En France, les premier et troisième téléfilms ont bénéficié d'une sortie au cinéma, respectivement les 13 juin 1979 et 30 janvier 1980.",12856,
12385,12386,5 septembre,Corneto,date,lieu,acl,accoster,VERB,"À sa demande, parti de Marseille, Estève Brandis accostait le 5 septembre à Corneto avec ses trente-quatre galères.",15516,
12515,12517,15 avril,Rome,date,lieu,acl:relcl,célébrer,VERB,"La canonisation la plus marquante de son pontificat est celle d'Elzéar de Sabran, son parrain, qui fut célébrée le 15 avril 1369 à Rome.",15686,
13470,13472,2013,Givaudan,date,lieu,nmod/ROOT,décembre/vendre,NOUN/VERB,"En décembre 2013, Nestlé vend sa participation de 10 % dans Givaudan pour 1,08 milliard de francs suisses.",16800,
13548,13547,2 juin,Vevey,date,lieu,amod/ROOT/nsubj/acl/nmod,présent/inaugurer/musée/établir/zone,ADJ/VERB/NOUN/VERB/NOUN,"Le musée interactif de Nestlé Le nest, établi dans la zone industrielle historique de Vevey à proximité de la gare, a été inauguré le 2 juin 2016 Nestlé est présent en Suisse à Vevey , Bursins , Orbe , Broc , Konolfingen , Wangen , Bâle , Hirzel  et Rorschach .",16925,
20794,20795,6 janvier,Épiphanie,date,lieu,nmod/ROOT/nmod,date/célébré/jour,NOUN/ADJ/NOUN,"Les Rois mages sont célébrés à la date du 6 janvier, jour de l'Épiphanie.",26253,http://www.wikidata.org/prop/direct/P837
21032,21033,6 janvier,Épiphanie,date,lieu,nmod/ROOT/nmod,date/célébrer/jour,NOUN/VERB/NOUN,"La visite des mages est célébrée à la date du 6 janvier, jour de l'Épiphanie, symboliquement 12 jours après la Nativité.",26627,http://www.wikidata.org/prop/direct/P837
21598,21597,attentats du 11 septembre 2001,Manhattan,date,lieu,conj:et/ROOT/dobj/nmod/nmod,changer/montre/photo/gratte-ciel/sud,VERB/NOUN/NOUN/NOUN/NOUN,"La première montre des photos des gratte-ciel du sud de Manhattan et notamment des tours jumelles du, mais après les attentats du 11 septembre 2001, l'équipe de la série a changé les photos pour celles de l'.",27377,http://www.wikidata.org/prop/direct/P276
40237,40235,Mirage 2000 C RDI,France,date,lieu,ROOT,assurer,VERB,"Du 4 janvier au 30 avril 2010, la France a assuré la sûreté aérienne de l'espace aérien des pays baltes  avec 4 Mirage 2000 C RDI de l'escadron de chasse 01.012 Cambrésis de la base aérienne 103 de Cambrai.",50525,http://www.wikidata.org/prop/direct/P17
13784,13785,2016,Amnesty International,date,ong,nmod/ROOT,novembre/publier,NOUN/VERB,"En novembre 2016, Amnesty International publie un rapport dénonçant le travail des enfants et l'esclavage dans les plantations indonésiennes de palmiers à huile fournissant des entreprises comme Nestlé, Unilever, Kellogg's, Colgate-Palmolive et Procter & Gamble.",17284,
3326,3327,1914,Académie des sciences de Paris,date,organisation,nummod/nsubj/acl:relcl,20 juillet/qui/envoyer,NUM/PRON/VERB,"Son inventeur serait Harold De Coninck, qui le 20 juillet 1914, envoie à l'Académie des sciences de Paris un pli cacheté  intitulé ""Invention du nettoyeur hygiénique pour oreilles"".",3826,
6629,6630,2016,Village vacances Valcartier,date,organisation,nsubj,qui,PRON,"Les hôtels de glace se sont ainsi développés en Laponie suédoise pour l'hôtel de glace de Jukkasjärvi  et finlandaise pour le ""Igloo Village Kakslauttanen"", en iglous de verre ouvert toute l'année, au Canada, avec l'""Hôtel de Glace"", créé en 2001, un hôtel reconstruit tous les ans et qui déménage en 2016 au Village vacances Valcartier, au nord de la ville de Québec, mais aussi en Suisse à Zermatt où un village d'iglous s'est établi à d'altitude.",7645,
6628,6630,2001,Village vacances Valcartier,date,organisation,punct/cc/nsubj,",/et/qui",PUNCT/CONJ/PRON,"Les hôtels de glace se sont ainsi développés en Laponie suédoise pour l'hôtel de glace de Jukkasjärvi  et finlandaise pour le ""Igloo Village Kakslauttanen"", en iglous de verre ouvert toute l'année, au Canada, avec l'""Hôtel de Glace"", créé en 2001, un hôtel reconstruit tous les ans et qui déménage en 2016 au Village vacances Valcartier, au nord de la ville de Québec, mais aussi en Suisse à Zermatt où un village d'iglous s'est établi à d'altitude.",7657,
7020,7021,1952,TNP,date,organisation,acl/nsubj/ROOT,démissionner/lui/rejoindre,VERB/PRON/VERB,"Démissionnant de la Comédie-Française en 1952, elle rejoint le TNP de Jean Vilar, se produit au Festival d'Avignon où elle joue le rôle de l'infante dans le ""Cid"", avec Gérard Philipe, alors qu'elle aurait voulu celui de Chimène.",8179,
7020,7023,1952,Festival d'Avignon,date,organisation,acl/nsubj/ROOT/advcl,démissionner/lui/rejoindre/produire,VERB/PRON/VERB/VERB,"Démissionnant de la Comédie-Française en 1952, elle rejoint le TNP de Jean Vilar, se produit au Festival d'Avignon où elle joue le rôle de l'infante dans le ""Cid"", avec Gérard Philipe, alors qu'elle aurait voulu celui de Chimène.",8186,
